frame,xmin,xmax,ymin,ymax,class_id
1478020497205322560.jpg,309,317,99,116,5
1478020497205322560.jpg,345,354,116,132,5
1478020497205322560.jpg,377,391,7,40,5
1478020497205322560.jpg,417,460,136,154,1
1478020497205322560.jpg,417,467,137,154,1
1478020497205322560.jpg,461,477,135,150,1
1478020497703947553.jpg,5,53,0,43,5
1478020497703947553.jpg,211,221,144,158,1
1478020497703947553.jpg,219,236,144,158,1
1478020497703947553.jpg,261,273,140,152,1
1478020497703947553.jpg,267,275,102,116,5
1478020497703947553.jpg,267,280,0,15,5
1478020497703947553.jpg,309,317,99,116,5
1478020497703947553.jpg,345,354,116,132,5
1478020497703947553.jpg,364,422,137,158,1
1478020497703947553.jpg,377,391,7,40,5
1478020497703947553.jpg,417,467,137,154,1
1478020497703947553.jpg,419,450,136,154,1
1478020498199270827.jpg,5,53,0,43,5
1478020498199270827.jpg,34,49,148,171,1
1478020498199270827.jpg,211,221,144,158,1
1478020498199270827.jpg,219,236,144,158,1
1478020498199270827.jpg,259,273,140,151,1
1478020498199270827.jpg,267,275,102,116,5
1478020498199270827.jpg,267,280,0,15,5
1478020498199270827.jpg,309,316,99,116,5
1478020498199270827.jpg,345,354,116,132,5
1478020498199270827.jpg,377,391,7,40,5
1478020498199270827.jpg,378,408,140,152,1
1478020498199270827.jpg,393,417,137,154,1
1478020498199270827.jpg,396,431,138,155,1
1478020498199270827.jpg,417,467,137,154,1
1478020498199270827.jpg,421,441,137,154,1
1478020498698483613.jpg,5,53,0,43,5
1478020498698483613.jpg,14,47,144,175,1
1478020498698483613.jpg,34,47,149,171,1
1478020498698483613.jpg,211,221,144,158,1
1478020498698483613.jpg,219,235,144,159,1
1478020498698483613.jpg,256,269,141,152,1
1478020498698483613.jpg,267,275,102,116,5
1478020498698483613.jpg,267,280,0,15,5
1478020498698483613.jpg,309,316,100,116,5
1478020498698483613.jpg,345,354,116,132,5
1478020498698483613.jpg,377,391,7,41,5
1478020498698483613.jpg,378,408,140,152,1
1478020498698483613.jpg,391,419,138,154,1
1478020498698483613.jpg,396,431,138,155,1
1478020498698483613.jpg,417,467,137,154,1
1478020498698483613.jpg,421,461,134,153,1
1478020498698483613.jpg,461,479,135,150,1
1478020499199173523.jpg,5,53,0,43,5
1478020499199173523.jpg,14,47,144,175,1
1478020499199173523.jpg,34,46,149,172,1
1478020499199173523.jpg,43,56,148,162,1
1478020499199173523.jpg,211,221,145,159,1
1478020499199173523.jpg,219,235,144,159,1
1478020499199173523.jpg,254,268,140,151,1
1478020499199173523.jpg,267,275,102,116,5
1478020499199173523.jpg,267,280,0,15,5
1478020499199173523.jpg,309,316,100,116,5
1478020499199173523.jpg,345,354,116,132,5
1478020499199173523.jpg,377,391,7,41,5
1478020499199173523.jpg,378,408,140,152,1
1478020499199173523.jpg,391,419,138,154,1
1478020499199173523.jpg,396,431,138,155,1
1478020499199173523.jpg,417,467,137,154,1
1478020499199173523.jpg,420,460,135,154,1
1478020499199173523.jpg,461,479,136,151,1
1478020499698694121.jpg,5,53,0,43,5
1478020499698694121.jpg,14,47,144,175,1
1478020499698694121.jpg,32,65,141,161,1
1478020499698694121.jpg,43,66,145,158,1
1478020499698694121.jpg,211,221,145,159,1
1478020499698694121.jpg,219,235,145,159,1
1478020499698694121.jpg,253,266,140,151,1
1478020499698694121.jpg,267,275,102,116,5
1478020499698694121.jpg,267,280,0,15,5
1478020499698694121.jpg,309,316,100,116,5
1478020499698694121.jpg,345,354,115,132,5
1478020499698694121.jpg,377,391,7,41,5
1478020499698694121.jpg,378,408,140,152,1
1478020499698694121.jpg,392,420,138,155,1
1478020499698694121.jpg,396,431,138,155,1
1478020499698694121.jpg,417,467,137,154,1
1478020499698694121.jpg,420,460,136,155,1
1478020499698694121.jpg,461,479,137,152,1
1478020500206931872.jpg,45,72,145,158,1
1478020500206931872.jpg,211,221,145,159,1
1478020500206931872.jpg,219,235,145,159,1
1478020500206931872.jpg,251,265,140,151,1
1478020500206931872.jpg,267,275,102,116,5
1478020500206931872.jpg,267,280,0,15,5
1478020500206931872.jpg,309,316,100,116,5
1478020500206931872.jpg,345,354,115,132,5
1478020500206931872.jpg,377,391,7,41,5
1478020500206931872.jpg,392,420,139,155,1
1478020500206931872.jpg,420,460,137,156,1
1478020500206931872.jpg,460,478,139,153,1
1478020500698934940.jpg,33,44,143,166,1
1478020500698934940.jpg,46,78,145,157,1
1478020500698934940.jpg,211,221,146,160,1
1478020500698934940.jpg,219,235,145,160,1
1478020500698934940.jpg,250,264,140,151,1
1478020500698934940.jpg,267,275,102,117,5
1478020500698934940.jpg,267,280,0,15,5
1478020500698934940.jpg,309,316,101,116,5
1478020500698934940.jpg,345,354,115,132,5
1478020500698934940.jpg,377,391,7,42,5
1478020500698934940.jpg,393,421,139,156,1
1478020500698934940.jpg,420,460,137,156,1
1478020500698934940.jpg,460,478,140,154,1
1478020501198555375.jpg,35,61,143,161,1
1478020501198555375.jpg,211,221,146,160,1
1478020501198555375.jpg,219,235,145,160,1
1478020501198555375.jpg,249,262,141,152,1
1478020501198555375.jpg,267,275,102,117,5
1478020501198555375.jpg,267,280,0,15,5
1478020501198555375.jpg,309,316,101,117,5
1478020501198555375.jpg,345,354,115,132,5
1478020501198555375.jpg,378,393,6,41,5
1478020501198555375.jpg,393,421,140,156,1
1478020501198555375.jpg,420,460,138,157,1
1478020501198555375.jpg,460,478,141,156,1
1478020501698370317.jpg,0,53,0,43,5
1478020501698370317.jpg,29,73,145,163,1
1478020501698370317.jpg,211,221,146,160,1
1478020501698370317.jpg,219,235,146,160,1
1478020501698370317.jpg,247,261,143,154,1
1478020501698370317.jpg,267,275,103,118,5
1478020501698370317.jpg,267,280,0,15,5
1478020501698370317.jpg,309,316,101,118,5
1478020501698370317.jpg,344,352,120,135,5
1478020501698370317.jpg,378,391,9,37,5
1478020501698370317.jpg,380,396,6,41,5
1478020501698370317.jpg,383,405,142,156,1
1478020501698370317.jpg,394,422,140,157,1
1478020501698370317.jpg,420,460,139,158,1
1478020501698370317.jpg,458,479,142,153,1
1478020501698370317.jpg,460,478,142,157,1
1478020502205681508.jpg,14,73,144,165,1
1478020502205681508.jpg,211,221,147,161,1
1478020502205681508.jpg,219,233,148,160,1
1478020502205681508.jpg,245,258,146,157,1
1478020502205681508.jpg,267,274,105,120,5
1478020502205681508.jpg,268,280,0,14,5
1478020502205681508.jpg,308,316,106,118,5
1478020502205681508.jpg,345,354,121,138,5
1478020502205681508.jpg,379,393,10,38,5
1478020502205681508.jpg,381,398,5,41,5
1478020502205681508.jpg,384,406,145,159,1
1478020502205681508.jpg,395,426,143,158,1
1478020502205681508.jpg,421,462,143,158,1
1478020502205681508.jpg,458,479,145,156,1
1478020502205681508.jpg,460,478,144,158,1
1478020502704788128.jpg,8,71,146,166,1
1478020502704788128.jpg,208,218,147,161,1
1478020502704788128.jpg,219,232,150,160,1
1478020502704788128.jpg,243,256,146,157,1
1478020502704788128.jpg,266,273,107,122,5
1478020502704788128.jpg,268,280,0,13,5
1478020502704788128.jpg,308,316,105,122,5
1478020502704788128.jpg,344,354,120,136,5
1478020502704788128.jpg,382,401,5,41,5
1478020502704788128.jpg,384,397,7,35,5
1478020502704788128.jpg,384,406,146,160,1
1478020502704788128.jpg,397,430,146,160,1
1478020502704788128.jpg,423,465,146,159,1
1478020502704788128.jpg,461,478,146,157,1
1478020502704788128.jpg,461,478,144,158,1
1478020502704788128.jpg,470,479,149,166,3
1478020503207777414.jpg,1,69,148,168,1
1478020503207777414.jpg,206,216,147,161,1
1478020503207777414.jpg,216,228,150,161,1
1478020503207777414.jpg,241,254,147,158,1
1478020503207777414.jpg,264,271,106,122,5
1478020503207777414.jpg,307,315,106,121,5
1478020503207777414.jpg,345,355,120,136,5
1478020503207777414.jpg,385,407,148,162,1
1478020503207777414.jpg,389,407,0,33,5
1478020503207777414.jpg,392,405,2,30,5
1478020503207777414.jpg,400,433,148,162,1
1478020503207777414.jpg,426,468,147,160,1
1478020503207777414.jpg,470,479,149,169,3
1478020503698566107.jpg,0,54,149,169,1
1478020503698566107.jpg,202,212,150,164,1
1478020503698566107.jpg,213,225,151,162,1
1478020503698566107.jpg,239,253,147,158,1
1478020503698566107.jpg,262,269,107,123,5
1478020503698566107.jpg,307,315,105,120,5
1478020503698566107.jpg,345,353,126,142,5
1478020503698566107.jpg,386,408,150,164,1
1478020503698566107.jpg,400,419,0,28,5
1478020503698566107.jpg,402,415,0,22,5
1478020503698566107.jpg,403,436,150,164,1
1478020503698566107.jpg,429,471,149,161,1
1478020504199000364.jpg,0,41,151,171,1
1478020504199000364.jpg,199,209,153,167,1
1478020504199000364.jpg,207,221,154,164,1
1478020504199000364.jpg,236,249,149,160,1
1478020504199000364.jpg,260,267,108,124,5
1478020504199000364.jpg,305,313,108,124,5
1478020504199000364.jpg,346,354,126,142,5
1478020504199000364.jpg,388,410,153,167,1
1478020504199000364.jpg,404,440,152,166,1
1478020504199000364.jpg,432,475,150,165,1
1478020504699344838.jpg,122,129,129,142,5
1478020504699344838.jpg,195,205,156,170,1
1478020504699344838.jpg,202,217,157,167,1
1478020504699344838.jpg,230,244,151,162,1
1478020504699344838.jpg,257,264,109,124,5
1478020504699344838.jpg,305,314,106,125,5
1478020504699344838.jpg,345,354,130,146,5
1478020504699344838.jpg,389,411,156,169,1
1478020504699344838.jpg,405,445,155,169,1
1478020504699344838.jpg,434,479,152,169,1
1478020505199222567.jpg,189,199,148,162,1
1478020505199222567.jpg,196,211,148,158,1
1478020505199222567.jpg,226,240,144,155,1
1478020505199222567.jpg,254,265,99,118,5
1478020505199222567.jpg,255,262,100,116,5
1478020505199222567.jpg,304,313,97,117,5
1478020505199222567.jpg,345,355,118,135,5
1478020505199222567.jpg,395,417,148,162,1
1478020505199222567.jpg,413,452,148,162,1
1478020505199222567.jpg,440,478,147,164,1
1478020505706477101.jpg,183,193,154,168,1
1478020505706477101.jpg,193,208,156,167,1
1478020505706477101.jpg,222,236,150,161,1
1478020505706477101.jpg,252,259,103,118,5
1478020505706477101.jpg,253,264,101,120,5
1478020505706477101.jpg,306,315,95,115,5
1478020505706477101.jpg,348,357,122,139,5
1478020505706477101.jpg,397,421,157,170,1
1478020505706477101.jpg,420,461,154,170,1
1478020505706477101.jpg,450,479,155,172,1
1478020506208768819.jpg,93,100,116,130,5
1478020506208768819.jpg,180,190,148,162,1
1478020506208768819.jpg,188,203,151,162,1
1478020506208768819.jpg,221,230,144,155,1
1478020506208768819.jpg,251,262,93,112,5
1478020506208768819.jpg,253,260,95,110,5
1478020506208768819.jpg,308,317,94,113,5
1478020506208768819.jpg,355,364,115,131,5
1478020506208768819.jpg,410,437,152,165,1
1478020506208768819.jpg,430,476,150,165,1
1478020506707158451.jpg,84,91,99,112,5
1478020506707158451.jpg,180,190,132,146,1
1478020506707158451.jpg,183,204,133,145,1
1478020506707158451.jpg,224,233,128,139,1
1478020506707158451.jpg,254,265,71,90,5
1478020506707158451.jpg,256,263,74,89,5
1478020506707158451.jpg,314,323,72,91,5
1478020506707158451.jpg,367,377,96,113,5
1478020506707158451.jpg,420,455,135,151,1
1478020506707158451.jpg,425,458,135,148,1
1478020507200324025.jpg,74,81,101,114,5
1478020507200324025.jpg,186,206,136,149,1
1478020507200324025.jpg,224,233,130,141,1
1478020507200324025.jpg,259,270,70,89,5
1478020507200324025.jpg,260,267,71,87,5
1478020507200324025.jpg,324,333,70,90,5
1478020507200324025.jpg,379,389,96,113,5
1478020507699531312.jpg,62,70,95,112,5
1478020507699531312.jpg,179,206,132,150,1
1478020507699531312.jpg,224,233,131,142,1
1478020507699531312.jpg,262,273,63,82,5
1478020507699531312.jpg,262,273,64,85,5
1478020507699531312.jpg,336,345,63,82,5
1478020507699531312.jpg,393,403,89,105,5
1478020508199426074.jpg,58,65,92,110,5
1478020508199426074.jpg,107,116,135,156,3
1478020508199426074.jpg,191,215,136,151,1
1478020508199426074.jpg,238,247,131,142,1
1478020508199426074.jpg,278,289,59,78,5
1478020508199426074.jpg,280,292,58,79,5
1478020508199426074.jpg,359,368,54,73,5
1478020508699163524.jpg,64,71,94,115,5
1478020508699163524.jpg,125,134,143,164,3
1478020508699163524.jpg,208,235,143,161,1
1478020508699163524.jpg,260,269,139,149,1
1478020508699163524.jpg,308,318,54,80,5
1478020508699163524.jpg,308,320,59,80,5
1478020508699163524.jpg,398,407,54,73,5
1478020509200028010.jpg,73,92,94,130,5
1478020509200028010.jpg,81,88,98,119,5
1478020509200028010.jpg,132,144,128,142,3
1478020509200028010.jpg,154,162,151,173,3
1478020509200028010.jpg,154,163,151,170,3
1478020509200028010.jpg,240,271,148,171,1
1478020509200028010.jpg,268,275,146,167,1
1478020509200028010.jpg,291,300,147,158,1
1478020509200028010.jpg,314,324,148,159,1
1478020509200028010.jpg,349,364,50,78,5
1478020509200028010.jpg,353,363,50,76,5
1478020509699389290.jpg,109,128,88,124,5
1478020509699389290.jpg,114,124,93,114,5
1478020509699389290.jpg,171,186,120,149,3
1478020509699389290.jpg,172,183,125,140,3
1478020509699389290.jpg,197,206,152,171,3
1478020509699389290.jpg,197,206,150,171,3
1478020509699389290.jpg,291,296,152,165,1
1478020509699389290.jpg,293,323,150,173,1
1478020509699389290.jpg,366,376,149,160,1
1478020510199650531.jpg,176,195,93,129,5
1478020510199650531.jpg,181,190,95,124,5
1478020510199650531.jpg,246,261,128,157,3
1478020510199650531.jpg,248,260,134,149,3
1478020510199650531.jpg,276,284,160,184,3
1478020510199650531.jpg,277,286,161,180,3
1478020510706770438.jpg,280,299,75,111,5
1478020510706770438.jpg,285,298,71,104,5
1478020511707737017.jpg,0,31,140,167,1
1478020511707737017.jpg,28,52,146,165,1
1478020512207711464.jpg,9,26,141,154,1
1478020512207711464.jpg,25,44,141,153,1
1478020512207711464.jpg,46,66,144,157,1
1478020512207711464.jpg,63,85,142,158,1
1478020512207711464.jpg,81,97,145,157,1
1478020512207711464.jpg,94,138,137,164,1
1478020512207711464.jpg,137,160,144,162,1
1478020512707283286.jpg,188,204,149,161,1
1478020512707283286.jpg,198,243,141,167,1
1478020512707283286.jpg,244,267,148,166,1
1478020513208069417.jpg,19,57,148,173,1
1478020513208069417.jpg,252,272,144,159,1
1478020513208069417.jpg,271,286,145,162,1
1478020513208069417.jpg,284,334,139,168,1
1478020513208069417.jpg,337,360,148,167,1
1478020513700469965.jpg,26,70,146,170,1
1478020513700469965.jpg,280,299,147,159,1
1478020513700469965.jpg,298,319,146,161,1
1478020513700469965.jpg,316,337,143,160,1
1478020513700469965.jpg,336,400,141,169,1
1478020514200124399.jpg,308,327,142,154,1
1478020514200124399.jpg,312,329,141,155,1
1478020514200124399.jpg,329,349,143,157,1
1478020514200124399.jpg,349,381,140,158,1
1478020514200124399.jpg,351,385,142,158,1
1478020514200124399.jpg,381,458,132,172,1
1478020514699815068.jpg,83,112,136,161,1
1478020514699815068.jpg,283,305,142,155,1
1478020514699815068.jpg,298,320,141,155,1
1478020514699815068.jpg,328,347,145,157,1
1478020514699815068.jpg,332,349,146,160,1
1478020514699815068.jpg,349,376,145,160,1
1478020514699815068.jpg,375,415,142,160,1
1478020514699815068.jpg,376,414,141,160,1
1478020515199458307.jpg,291,312,139,157,1
1478020515199458307.jpg,308,332,139,155,1
1478020515199458307.jpg,340,365,145,158,1
1478020515199458307.jpg,340,368,145,156,1
1478020515199458307.jpg,365,398,141,159,1
1478020515199458307.jpg,397,443,140,162,1
1478020515199458307.jpg,399,443,141,163,1
1478020515706505526.jpg,304,325,142,160,1
1478020515706505526.jpg,319,348,142,160,1
1478020515706505526.jpg,355,382,146,163,1
1478020515706505526.jpg,357,386,147,160,1
1478020515706505526.jpg,387,427,145,165,1
1478020515706505526.jpg,428,478,143,167,1
1478020516208710779.jpg,312,333,140,161,1
1478020516208710779.jpg,327,360,144,161,1
1478020516208710779.jpg,375,410,146,162,1
1478020516208710779.jpg,376,411,145,163,1
1478020516208710779.jpg,418,463,145,168,1
1478020516706568337.jpg,321,347,139,159,1
1478020516706568337.jpg,341,378,141,158,1
1478020516706568337.jpg,396,443,143,165,1
1478020516706568337.jpg,398,440,145,161,1
1478020517199789302.jpg,332,361,135,158,1
1478020517199789302.jpg,354,401,137,159,1
1478020517199789302.jpg,428,479,143,168,1
1478020517699701034.jpg,343,372,135,163,1
1478020517699701034.jpg,372,428,132,162,1
1478020518208405320.jpg,363,405,135,167,1
1478020518208405320.jpg,402,474,136,168,1
1478020518706915715.jpg,387,449,131,167,1
1478020519207204502.jpg,159,170,142,155,1
1478020519709209110.jpg,145,160,143,156,1
1478020520206740743.jpg,129,150,140,156,1
1478020520206740743.jpg,133,151,140,156,1
1478020520706818374.jpg,110,130,142,160,1
1478020520706818374.jpg,115,133,140,156,1
1478020521200080641.jpg,79,111,139,162,1
1478020521200080641.jpg,81,109,137,158,1
1478020521200080641.jpg,151,162,142,153,1
1478020521699956409.jpg,33,82,136,170,1
1478020521699956409.jpg,36,83,136,162,1
1478020521699956409.jpg,140,151,144,155,1
1478020522700300712.jpg,101,130,146,165,1
1478020523199498775.jpg,55,89,144,166,1
1478020523199498775.jpg,133,151,148,161,1
1478020523700912624.jpg,106,130,142,160,1
1478020523700912624.jpg,109,129,146,158,1
1478020524206429418.jpg,63,94,148,162,1
1478020524206429418.jpg,64,96,146,163,1
1478020524206429418.jpg,133,149,142,156,1
1478020524700412520.jpg,0,28,144,175,1
1478020524700412520.jpg,111,126,143,157,1
1478020525206891779.jpg,64,85,148,165,1
1478020525206891779.jpg,77,96,147,165,1
1478020526208201390.jpg,79,106,139,162,1
1478020526208201390.jpg,116,135,144,157,1
1478020526699582789.jpg,90,110,144,157,1
1478020527206544436.jpg,48,75,143,161,1
1478020527206544436.jpg,108,126,142,157,1
1478020527206544436.jpg,248,254,110,125,5
1478020527705552721.jpg,64,94,143,164,1
1478020527705552721.jpg,145,153,142,154,1
1478020527705552721.jpg,157,166,148,156,1
1478020527705552721.jpg,185,200,145,155,1
1478020527705552721.jpg,248,254,110,125,5
1478020528207028425.jpg,93,108,144,160,1
1478020528207028425.jpg,123,141,142,155,1
1478020528207028425.jpg,125,141,143,154,1
1478020528207028425.jpg,136,147,139,151,1
1478020528207028425.jpg,159,169,145,153,1
1478020528207028425.jpg,174,186,140,152,1
1478020528207028425.jpg,184,199,141,151,1
1478020528207028425.jpg,250,256,107,121,5
1478020528700390619.jpg,98,119,135,149,1
1478020528700390619.jpg,102,123,135,149,1
1478020528700390619.jpg,128,142,137,148,1
1478020528700390619.jpg,146,155,138,146,1
1478020528700390619.jpg,161,177,136,147,1
1478020528700390619.jpg,176,191,135,145,1
1478020528700390619.jpg,251,257,100,114,5
1478020528700390619.jpg,292,298,119,130,5
1478020528700390619.jpg,314,319,112,124,5
1478020529208036669.jpg,72,95,140,155,1
1478020529208036669.jpg,72,93,138,152,1
1478020529208036669.jpg,104,118,139,151,1
1478020529208036669.jpg,125,141,138,154,1
1478020529208036669.jpg,147,162,138,149,1
1478020529208036669.jpg,170,185,138,148,1
1478020529208036669.jpg,252,258,99,113,5
1478020529208036669.jpg,298,303,119,130,5
1478020529208036669.jpg,321,331,110,123,5
1478020529208036669.jpg,322,328,109,121,5
1478020529707669911.jpg,64,92,137,152,1
1478020529707669911.jpg,100,123,136,152,1
1478020529707669911.jpg,140,156,135,146,1
1478020529707669911.jpg,164,179,137,147,1
1478020529707669911.jpg,254,260,91,106,5
1478020529707669911.jpg,304,310,115,126,5
1478020529707669911.jpg,336,346,107,119,5
1478020529707669911.jpg,338,343,106,117,5
1478020530207302126.jpg,70,96,133,154,1
1478020530207302126.jpg,123,142,133,149,1
1478020530207302126.jpg,124,139,135,146,1
1478020530207302126.jpg,149,161,133,147,1
1478020530207302126.jpg,162,177,136,146,1
1478020530207302126.jpg,257,263,86,100,5
1478020530207302126.jpg,312,318,113,125,5
1478020530207302126.jpg,353,363,100,113,5
1478020530207302126.jpg,355,360,99,111,5
1478020530706182083.jpg,91,108,140,151,1
1478020530706182083.jpg,92,103,142,152,1
1478020530706182083.jpg,101,128,137,151,1
1478020530706182083.jpg,106,124,138,154,1
1478020530706182083.jpg,137,149,139,153,1
1478020530706182083.jpg,139,152,139,148,1
1478020530706182083.jpg,156,171,139,149,1
1478020530706182083.jpg,179,189,139,148,1
1478020530706182083.jpg,261,267,85,100,5
1478020530706182083.jpg,322,328,115,127,5
1478020530706182083.jpg,375,385,100,112,5
1478020530706182083.jpg,376,382,101,113,5
1478020531200157247.jpg,62,74,143,153,1
1478020531200157247.jpg,71,106,133,152,1
1478020531200157247.jpg,73,100,131,155,1
1478020531200157247.jpg,121,140,137,151,1
1478020531200157247.jpg,123,136,138,147,1
1478020531200157247.jpg,148,163,138,148,1
1478020531200157247.jpg,166,176,137,149,1
1478020531200157247.jpg,176,186,134,144,1
1478020531200157247.jpg,264,270,76,91,5
1478020531200157247.jpg,329,339,111,125,5
1478020531200157247.jpg,402,411,90,108,5
1478020531200157247.jpg,405,410,93,105,5
1478020531706039399.jpg,22,67,132,158,1
1478020531706039399.jpg,100,124,132,150,1
1478020531706039399.jpg,102,121,135,148,1
1478020531706039399.jpg,143,162,136,149,1
1478020531706039399.jpg,162,171,135,147,1
1478020531706039399.jpg,175,185,136,145,1
1478020531706039399.jpg,265,274,71,85,5
1478020531706039399.jpg,339,348,106,121,5
1478020532206371996.jpg,68,98,135,157,1
1478020532206371996.jpg,68,98,134,152,1
1478020532206371996.jpg,129,158,136,155,1
1478020532206371996.jpg,169,179,138,147,1
1478020532206371996.jpg,270,279,65,79,5
1478020532206371996.jpg,352,361,108,123,5
1478020532708545895.jpg,17,61,134,160,1
1478020532708545895.jpg,118,147,137,156,1
1478020532708545895.jpg,162,172,137,147,1
1478020532708545895.jpg,273,282,56,70,5
1478020532708545895.jpg,362,373,103,121,5
1478020533199593429.jpg,114,143,135,154,1
1478020533199593429.jpg,154,164,138,147,1
1478020533199593429.jpg,154,169,136,149,1
1478020533199593429.jpg,276,284,50,70,5
1478020533199593429.jpg,373,384,100,118,5
1478020533699260216.jpg,108,137,135,154,1
1478020533699260216.jpg,144,159,135,148,1
1478020533699260216.jpg,145,157,133,146,1
1478020533699260216.jpg,280,288,39,59,5
1478020533699260216.jpg,384,395,95,113,5
1478020534201213851.jpg,78,97,137,155,1
1478020534201213851.jpg,78,103,137,156,1
1478020534201213851.jpg,98,132,134,158,1
1478020534201213851.jpg,134,152,135,150,1
1478020534201213851.jpg,135,152,133,150,1
1478020534201213851.jpg,281,293,32,56,5
1478020534201213851.jpg,394,408,88,110,5
1478020534701161909.jpg,40,77,137,159,1
1478020534701161909.jpg,43,76,138,160,1
1478020534701161909.jpg,90,124,137,161,1
1478020534701161909.jpg,124,142,139,154,1
1478020534701161909.jpg,126,142,136,152,1
1478020534701161909.jpg,280,292,29,56,5
1478020534701161909.jpg,401,416,89,110,5
1478020535199143032.jpg,76,120,138,162,1
1478020535199143032.jpg,280,297,26,54,5
1478020535199143032.jpg,407,421,89,112,5
1478020535699566254.jpg,68,112,140,166,1
1478020535699566254.jpg,283,295,22,51,5
1478020535699566254.jpg,413,426,87,113,5
1478020536211461098.jpg,62,106,137,166,1
1478020536211461098.jpg,283,296,22,50,5
1478020536211461098.jpg,417,430,86,113,5
1478020536705592706.jpg,34,73,137,161,1
1478020536705592706.jpg,35,68,138,165,1
1478020536705592706.jpg,68,112,140,171,1
1478020536705592706.jpg,283,296,22,50,5
1478020536705592706.jpg,418,431,86,112,5
1478020537199383421.jpg,0,36,140,170,1
1478020537199383421.jpg,76,146,139,175,1
1478020537199383421.jpg,283,296,22,50,5
1478020537199383421.jpg,417,430,88,114,5
1478020537707923671.jpg,104,201,140,176,1
1478020537707923671.jpg,283,296,22,50,5
1478020537707923671.jpg,418,432,87,114,5
1478020538206752108.jpg,162,286,139,182,1
1478020538206752108.jpg,283,296,22,51,5
1478020538206752108.jpg,418,432,87,114,5
1478020538706665721.jpg,269,430,137,193,1
1478020538706665721.jpg,283,300,22,50,5
1478020538706665721.jpg,418,432,87,114,5
1478020539208402602.jpg,283,300,22,51,5
1478020539208402602.jpg,418,432,87,114,5
1478020539706892400.jpg,283,300,21,51,5
1478020539706892400.jpg,418,432,87,114,5
1478020540199207621.jpg,283,300,21,51,5
1478020540199207621.jpg,418,432,87,114,5
1478020540706141089.jpg,283,300,21,51,5
1478020540706141089.jpg,418,432,87,114,5
1478020541199685393.jpg,283,300,21,51,5
1478020541199685393.jpg,418,432,87,114,5
1478020541705917787.jpg,283,300,21,51,5
1478020541705917787.jpg,418,432,87,114,5
1478020542206567375.jpg,283,300,21,51,5
1478020542206567375.jpg,418,432,87,114,5
1478020542706660050.jpg,283,300,21,51,5
1478020542706660050.jpg,418,432,87,114,5
1478020543199589178.jpg,283,300,21,51,5
1478020543199589178.jpg,418,432,87,114,5
1478020543700383726.jpg,283,300,21,51,5
1478020543700383726.jpg,418,432,87,114,5
1478020544205348630.jpg,283,300,21,51,5
1478020544205348630.jpg,418,432,87,114,5
1478020544706876525.jpg,283,300,21,51,5
1478020544706876525.jpg,418,432,87,114,5
1478020545206710791.jpg,283,300,21,51,5
1478020545206710791.jpg,418,432,87,114,5
1478020545707501768.jpg,283,300,21,51,5
1478020545707501768.jpg,419,432,88,114,5
1478020546200527406.jpg,283,300,21,51,5
1478020546200527406.jpg,419,432,88,114,5
1478020546705602559.jpg,283,300,21,51,5
1478020546705602559.jpg,419,432,88,114,5
1478020547199076476.jpg,283,300,21,51,5
1478020547199076476.jpg,419,432,88,114,5
1478020547699392093.jpg,283,300,21,51,5
1478020547699392093.jpg,419,432,88,114,5
1478020548200175235.jpg,283,300,21,51,5
1478020548200175235.jpg,419,432,88,114,5
1478020548705396745.jpg,283,300,21,51,5
1478020548705396745.jpg,419,432,88,114,5
1478020549207280535.jpg,283,300,21,51,5
1478020549207280535.jpg,419,432,88,114,5
1478020549699750459.jpg,283,300,21,51,5
1478020549699750459.jpg,419,432,88,114,5
1478020550204902743.jpg,283,300,21,51,5
1478020550204902743.jpg,419,432,88,114,5
1478020550698797984.jpg,283,300,21,51,5
1478020550698797984.jpg,419,432,88,114,5
1478020551199347255.jpg,283,300,21,51,5
1478020551199347255.jpg,419,432,88,114,5
1478020551705335426.jpg,284,300,21,51,5
1478020551705335426.jpg,419,432,88,115,5
1478020552200003918.jpg,283,300,21,51,5
1478020552200003918.jpg,419,432,88,115,5
1478020552706616989.jpg,283,300,21,51,5
1478020552706616989.jpg,419,432,88,116,5
1478020553206303731.jpg,283,299,21,52,5
1478020553206303731.jpg,419,433,88,116,5
1478020553705111021.jpg,283,299,21,52,5
1478020553705111021.jpg,419,433,88,117,5
1478020554199723154.jpg,283,299,22,52,5
1478020554199723154.jpg,419,433,88,117,5
1478020554706454283.jpg,283,299,22,52,5
1478020554706454283.jpg,419,434,88,118,5
1478020555199600826.jpg,283,299,22,53,5
1478020555199600826.jpg,419,434,88,118,5
1478020555700460393.jpg,283,299,22,53,5
1478020555700460393.jpg,419,435,88,119,5
1478020556199877328.jpg,283,298,22,53,5
1478020556199877328.jpg,419,435,88,119,5
1478020556706111955.jpg,283,298,22,53,5
1478020556706111955.jpg,419,435,88,120,5
1478020557205714735.jpg,283,298,22,53,5
1478020557205714735.jpg,419,436,88,120,5
1478020557705100966.jpg,283,298,22,54,5
1478020557705100966.jpg,419,436,88,121,5
1478020558205726725.jpg,283,298,22,54,5
1478020558205726725.jpg,419,437,88,121,5
1478020558706246463.jpg,283,298,23,54,5
1478020558706246463.jpg,419,437,88,122,5
1478020559208277125.jpg,285,300,22,53,5
1478020559208277125.jpg,425,443,89,123,5
1478020559698995551.jpg,289,304,18,50,5
1478020559698995551.jpg,437,455,92,126,5
1478020560200832298.jpg,294,310,3,41,5
